step,time,action,vETH,vNFT,fees,userid,oracle_price
45629216,1670869845,swap,0.0,1.3929777389161e-05,0.0029999999999993894,0x80b8d937b89010e7bc24b8eea78a56099754205a,63.22858165374026
45629726,1670870002,swap,0.0,0.0157091061530201,0.003,0xb0a8b427ee85f03bfa78d278cce007cd90b31aab,63.22858165374026
45634482,1670871557,swap,0.0022,0.0,0.003,0xac0cefb3e05961a27deae666c5cd8aa4dba806c7,63.22858165374026
45635069,1670871750,swap,0.0048,0.0,0.003,0x68f9af6bec058845e21101b4e0c5602cb1365ed8,63.22858165374026
45638820,1670872979,swap,0.0033,0.0,0.003,0xefcff2cb28f632b11cedf85092a9ec8bf770bbd3,63.22858165374026
45646487,1670875655,swap,0.03,0.0,0.003,0x251cf66cff802e2302844c233e1a8c2b5a5a8625,63.22858165374026
45647718,1670876104,swap,0.0075,0.0,0.003,0xe3eb796f67e53f5d5b3b71c55576ab2aa0def59f,63.22858165374026
45648123,1670876250,swap,0.0026,0.0,0.003,0xb24561904eeb5b2964e4410c30b9c2617b275acd,63.22858165374026
45649818,1670876865,swap,0.0036,0.0,0.003,0x7f5f2dc85a2d85f727b7db349fb5db0f4a447461,63.22858165374026
45649892,1670876892,swap,0.0,0.0026369683685696,0.003,0xa553da0483f7a84320250abd59f37fe3672fa994,63.22858165374026
45658936,1670879935,swap,0.0,0.002353892673056,0.002999999999999993,0x9387fdd19f66865d5265b41cf3db95db243e8888,63.22858165374026
45672159,1670884869,swap,0.0051,0.0,0.003,0x7defadb75728498f68fce5bf31fa54508d699f55,63.23054286777898
45673249,1670885351,swap,0.0022,0.0,0.003,0xe8ab8a87ea3037864957e4b235119706ab591513,63.23054286777898
45674590,1670885925,swap,0.0,0.003984500631272,0.0029999999999999983,0xc89f42adad463cad50507a484e9c581cd7708916,63.23054286777898
45674666,1670885958,swap,0.0039,0.0,0.003,0x1853c30b39828cf31ca610d20f3dcc869803912f,63.23054286777898
45711881,1670901362,swap,0.0,0.15845971087184,0.003,0xca41a5fccf73d0793bdf8657ed4010ec40f10f2c,63.23236380455279
45738871,1670910740,swap,0.0024,0.0,0.003,0x88fd02c633e0da48670e4d973ff681139d6c684a,63.23236380455279
45739167,1670910845,swap,0.0039,0.0,0.003,0x102e57edd33f1e03e4d8b6edf2ed1ca1635c9419,63.23236380455279
45739649,1670911006,swap,0.0036,0.0,0.003,0x54d61891b18180f7ab8bcc990f23aa5321a08311,63.23236380455279
45757650,1670916563,swap,0.0,0.0023443737444799,0.0029999999999999988,0x002ee33092457900515a4249e3ec1cd2b2dc8c32,63.23236380455279
45760714,1670917470,swap,0.0245,0.0,0.003,0x51a37a5dcad4e7884ea251484e09ff9906db1035,63.23236380455279
45766706,1670919336,swap,0.0,0.0015755570163642,0.002999999999999996,0x8f4991e099b50b18d782783da7b2fc6008047629,63.23236380455279
45767617,1670919611,swap,0.0,0.0006276955752862,0.003,0x5106b3af15d4ce8f4dc0e9c1968872cb889b63a9,63.23236380455279
45768260,1670919803,swap,2.8452059319420213,0.0,0.003,0x6b8043d81fdf26b759fbef62d9eaeeba5c5a9f0c,63.23236380455279
45771262,1670920649,swap,0.3859043605044814,0.0,0.0029999999999999988,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,63.23236380455279
45772881,1670921100,swap,1.24069475,0.0,0.003,0x155c5882a9a4d9837b1feea54b59585814bf5fa6,63.23236380455279
45772881,1670921100,swap,1.24069475,0.0,0.003,0x155c5882a9a4d9837b1feea54b59585814bf5fa6,63.23236380455279
45772994,1670921131,swap,0.0,0.0078549922745439,0.0029999999999999988,0x155c5882a9a4d9837b1feea54b59585814bf5fa6,63.23236380455279
45773186,1670921185,swap,0.0,0.0044027922910581,0.003,0x155c5882a9a4d9837b1feea54b59585814bf5fa6,63.23236380455279
45775091,1670921711,swap,0.0,0.0329823350693962,0.003,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,63.23236380455279
45782489,1670923806,swap,0.0,0.000643598685151,0.002999999999999994,0x528bdb07e14e0d7dd641524393aa1f4f815c2e0c,63.23236380455279
45809133,1670931348,swap,0.0036,0.0,0.003,0xc038ce764651346ada0b04d20f39fcd97c086fc9,63.23236380455279
45809527,1670931459,swap,0.0024,0.0,0.003,0xfda45d7704512e865506ad5fd5b315fa4a394034,63.23236380455279
45810167,1670931644,swap,0.0057,0.0,0.003,0x81b08ee46df4d927c07f9c1a5bda1c71b8294488,63.23236380455279
45837151,1670939022,swap,0.0,0.0062936435390373,0.003,0xa47636f56e0638bc61fd40034bf84eff600d9a78,63.23236380455279
45844114,1670940906,swap,0.0,0.0015832119432912,0.002999999999999991,0x76d2ddce6b781e66c4b184c82fbf4f94346cfb0d,63.23236380455279
45846476,1670941564,swap,0.15,0.0,0.003,0x002ee33092457900515a4249e3ec1cd2b2dc8c32,63.23236380455279
45921414,1670965068,swap,0.0,0.0016101381417493,0.003,0x651171f6734696222c2b1fb8f54b0fcdc896cc8a,63.23236380455279
45940640,1670972223,swap,0.0,0.0314782348026583,0.003,0x7798ba9512b5a684c12e31518923ea4221a41fb9,63.23236380455279
45946799,1670974752,swap,0.3682629202387507,0.0,0.002999999999999997,0xa553da0483f7a84320250abd59f37fe3672fa994,63.23236380455279
45961440,1670981426,swap,0.1022865933582913,0.0,0.0029999999999999983,0x651171f6734696222c2b1fb8f54b0fcdc896cc8a,63.23111880969888
45975428,1670987300,swap,0.0,0.118171835344825,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.22922697301205
45975964,1670987500,swap,0.0,0.0006881076452735,0.0,0x6a26810b6eeed68067d9f63734ba9c7dea750ca5,63.22922697301205
45976418,1670987678,swap,0.0,0.0038220176844549,0.0,0xb27098da73c02b90e83d4f7dd8ca8444f6a497b8,63.22922697301205
46011630,1671000330,swap,0.003,0.0,0.003,0xc86b0aa8810f3fa154dd01768e39608d4d687428,63.019457075716375
46012593,1671000602,swap,0.0048,0.0,0.003,0x378b3bddbbe49210c7d1264e50949939dbf6b793,63.019457075716375
46013335,1671000837,swap,0.0024,0.0,0.003,0xdae415bf5d9400aee430699fa8e7f406647bc572,63.019457075716375
46013864,1671001008,swap,0.0039,0.0,0.003,0x8f7709d8e0c669ffbb4a92f3bb6d241d200ad64c,63.019457075716375
46014156,1671001099,swap,0.0024,0.0,0.003,0xd61f4da9a2690999464e058b5f275ac4e4e41bfc,63.019457075716375
46015078,1671001399,swap,0.0026,0.0,0.003,0xa6256c5c71271aed3c04503bfeb3e2ea7874445d,63.019457075716375
46024964,1671004377,swap,0.0,0.0356590479417912,0.003,0xe7832071ed24f2437d5d292d7873a0b193c2b0d5,63.0193644859909
46025106,1671004419,swap,2.26021,0.0,0.003,0xe7832071ed24f2437d5d292d7873a0b193c2b0d5,63.0193644859909
46039781,1671008576,swap,0.0036,0.0,0.003,0x22f7ebe58f8cf4f53c7c01e8c5b2a4420eefc943,63.0193644859909
46040597,1671008813,swap,0.0014,0.0,0.003,0x800890ad88b83a14723ea7bf6da775607720784c,63.0193644859909
46044333,1671009859,swap,0.0045,0.0,0.003,0xeee53ac1d55f366a571cdf0e24671d2ec080d2db,63.0193644859909
46046802,1671010570,swap,0.0026,0.0,0.003,0xac01b447c452dcab3f442ae86cc3df35f77dcb50,63.0193644859909
46050739,1671011701,swap,0.0,0.0078866470306411,0.003,0xa553da0483f7a84320250abd59f37fe3672fa994,63.0193644859909
46058564,1671014091,swap,0.0,0.0168575320703084,0.003,0xc40e6f48153079719fa1c93d399f10895f810504,63.0193644859909
46085970,1671022252,swap,0.0054,0.0,0.003,0x82530a50f6b58b4cae341f8bd399c7a6a6f83e9e,63.0193644859909
46086845,1671022493,swap,0.0048,0.0,0.003,0xa4f215677fb417ae526e266da8b7b065acb4f20f,63.0193644859909
46087776,1671022751,swap,0.0068,0.0,0.003,0xf5bf296e872d300a6bb7ae7b21fb1f13e21b704e,63.0193644859909
46088178,1671022861,swap,0.0036,0.0,0.003,0x5c4a4994e925015bf5fbf59fd83355c3c877f584,63.0193644859909
46089127,1671023116,swap,0.0,0.0118187500580449,0.003,0x0fd16cccea5dd4bf248d8a8a02059ee5b95d7fe6,63.0193644859909
46089211,1671023139,swap,0.74897,0.0,0.003,0x0fd16cccea5dd4bf248d8a8a02059ee5b95d7fe6,63.0193644859909
46089240,1671023147,swap,0.021,0.0,0.003,0x656ecfcbe31917bdace66574159423c6582c7a00,63.0193644859909
46089484,1671023214,swap,0.7444897,0.0,0.003,0x0fd16cccea5dd4bf248d8a8a02059ee5b95d7fe6,63.0193644859909
46089571,1671023238,swap,0.0,0.0117457570989148,0.0029999999999999983,0x0fd16cccea5dd4bf248d8a8a02059ee5b95d7fe6,63.0193644859909
46089959,1671023349,swap,0.0069,0.0,0.003,0x50890eaae9461b234b55bd0084c450f41776adc5,63.0193644859909
46090576,1671023524,swap,0.0147,0.0,0.003,0x3607a29c9c4df1e982c717cccf9a757db1548faf,63.0193644859909
46090898,1671023615,swap,0.0026,0.0,0.003,0xb98f951a78b0881b5fead1ff5e57edae57ff4f94,63.0193644859909
46141211,1671037781,swap,0.0,0.1184503785172559,0.003,0x30c0994b0b454ff3ba1606bce6e67d54701b24d7,63.01563569886272
46152138,1671041347,swap,0.002537,0.0,0.003,0x50890eaae9461b234b55bd0084c450f41776adc5,63.01563569886272
46152430,1671041439,swap,0.0036,0.0,0.003,0xe8811ee4fe198761b990412a105910dbc87592a2,63.01563569886272
46152567,1671041482,swap,0.0036,0.0,0.003,0x1ba8c11a973e0e5605d067d001e2cb37577ada4a,63.01563569886272
46152636,1671041505,swap,0.0066,0.0,0.003,0x3b23a2b7006a21fba0d5abb133b9fe691b0c3d82,63.01563569886272
46225199,1671066289,swap,0.4989214520708352,0.0,0.0029999999999999983,0xa553da0483f7a84320250abd59f37fe3672fa994,63.01563569886272
46239217,1671070634,swap,7.500984339338212,0.0,0.003,0x30c0994b0b454ff3ba1606bce6e67d54701b24d7,63.01563569886272
46249577,1671073835,swap,3.0,0.0,0.003,0x73051a64044fea61a6100eb0b55c9087be32cca3,63.01563569886272
46276181,1671081999,swap,0.0,0.0006175856471124,0.002999999999999986,0xe48fe6012f97b6a13c0ce5cef314caf66e972deb,63.01563569886272
46277127,1671082274,swap,0.0,0.0591446015792809,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.01563569886272
46328408,1671096477,swap,0.0,0.0394610852531448,0.003,0xb0a8b427ee85f03bfa78d278cce007cd90b31aab,63.01637231651316
46332425,1671097552,swap,0.0,6.9346775498954e-05,0.0,0x3890c6b13de444029c30621e911f0d5b2361810b,63.01637231651316
46353866,1671103312,swap,0.0,0.0023602515754868,0.003,0x002ee33092457900515a4249e3ec1cd2b2dc8c32,63.01637231651316
46376221,1671109440,swap,0.0,0.0007710220866319,0.0,0x679b4172e1698579d562d1d8b4774968305b80b2,63.01637231651316
46427627,1671123739,swap,11.24554126235975,0.0,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.06477214736103
46453913,1671132362,swap,0.002,0.0,0.003,0xcd8837e3db18cdb4154d4aff4c17cb7d52108a8c,63.06827922153403
46454538,1671132576,swap,0.0026,0.0,0.003,0x752e1bf5e6e09aae2c234998292458bbcba92d37,63.06827922153403
46454769,1671132648,swap,0.0046,0.0,0.003,0x680f4d35a24b175267af70d7556a1573fba97558,63.06827922153403
46456511,1671133234,swap,0.0046,0.0,0.003,0x44b85364fbfa28399c57f31b1b7546ad33ee0dce,63.06827922153403
46456968,1671133389,swap,0.0046,0.0,0.003,0xe70d7ea92382451dcb3da2b426b1ae19d6573d36,63.06827922153403
46482629,1671142748,swap,0.0024,0.0,0.003,0x5ddd41de4ee739c0e91e6fd74c077da9f0ed3e74,63.06308323409166
46482907,1671142868,swap,0.0069,0.0,0.003,0x2e8ac7fe95ef257de983b77d7a446e823939a9d9,63.06308323409166
46486610,1671144543,swap,0.0,0.0013388566338063,0.003,0x651171f6734696222c2b1fb8f54b0fcdc896cc8a,63.06308323409166
46493711,1671147997,swap,0.0,0.137925686945301,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.06308323409166
46495303,1671148747,swap,0.0,0.0592050259860734,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.06308323409166
46495652,1671148866,swap,0.0,6.1783443232841e-05,0.0,0xd512e0aeea0228a35253ece18e40192e434c61fd,63.06308323409166
46496578,1671149211,swap,0.0,0.0069544259538194,0.0,0x10be5d2b3974cc8fdc70bd1dacc6f420ab5e86bd,63.06308323409166
46496831,1671149331,swap,0.0,0.0007728581625149,0.0,0xbe3a4fe0131270dd5307a9fe2ed677e7a754e6f3,63.06308323409166
46497022,1671149419,swap,1.0,0.0,0.003,0x77ab4ebc6b9ca98f8036190d410d4d890a54f36d,63.06308323409166
46502948,1671152402,swap,0.0,0.0056859214588022,0.003,0x398625016bca21f01cf193ff0439dacc4161eb4e,63.07289843727098
46503988,1671152905,swap,0.0,0.0075820389505764,0.003,0x9baf7c109c2da569730ae8904385665509e7e3b9,63.07289843727098
46504397,1671153110,swap,0.0847554159343447,0.0,0.002999999999999997,0x651171f6734696222c2b1fb8f54b0fcdc896cc8a,63.07289843727098
46505753,1671153754,swap,0.6,0.0,0.003,0x73051a64044fea61a6100eb0b55c9087be32cca3,63.09939561358026
46520486,1671160007,swap,0.0,0.0023911814259509,0.0,0x0a3b67b88adf575654e071cf9c3e8065fc365967,63.09939561358026
46523077,1671160956,swap,0.9431241627489624,0.0,0.0029999999999999988,0x79eb604cce423dd1cba290ec946646649f4e70ec,63.09939561358026
46523145,1671160986,swap,0.0397505496583545,0.0,0.0029999999999999836,0x5106b3af15d4ce8f4dc0e9c1968872cb889b63a9,63.09939561358026
46523681,1671161219,swap,0.2788302386307309,0.0,0.002999999999999997,0x155c5882a9a4d9837b1feea54b59585814bf5fa6,63.09939561358026
46546820,1671169794,swap,0.0012908,0.0,0.003,0x7eda6ce5f84cb80bc63aa50cdc389cbd00c1884e,63.09939561358026
46547425,1671170003,swap,0.0018,0.0,0.003,0x139ae7e270cb1c1354f7ced98f92848fc25479a8,63.09939561358026
46548052,1671170214,swap,0.0023,0.0,0.003,0xd0445ea6933a79d63337acf25fee5298b70d5c7a,63.09939561358026
46548107,1671170233,swap,0.002,0.0,0.003,0xaa9e26804fd73b5eb69eec5f2b7def2529434d6f,63.09939561358026
46548295,1671170289,swap,0.0026,0.0,0.003,0x526435f877a2c6b17be3e8e948c0764e5d7b05fc,63.09939561358026
46548409,1671170332,swap,0.0014,0.0,0.003,0x44ad6f3411b34bc22e0b08d02f3e2e6cf93720f9,63.09939561358026
46549247,1671170613,swap,0.0007,0.0,0.003,0x682b88bc4519d7dc02f480d4f27ea2bb997e0603,63.09939561358026
46571398,1671177449,swap,2.499974284009029,0.0,0.003,0xb0a8b427ee85f03bfa78d278cce007cd90b31aab,63.09939561358026
46571610,1671177515,swap,0.0150616966843487,0.0,0.0029999999999999836,0x77420e96f0e5f1dcfa8fcdd6ba6a3a9d3ad0c6c4,63.09939561358026
46634680,1671195323,swap,0.03,0.0,0.003,0xd81c5771c72294a0dcb98f8a88c410a2c64e53d3,63.09939594057256
46663139,1671203312,swap,0.238221,0.0,0.003,0xba85e7b5fc623014ccd394bbca960b1d8455faee,63.10819869434207
46693463,1671212698,swap,0.135,0.0,0.003,0x002ee33092457900515a4249e3ec1cd2b2dc8c32,63.10819869434207
46724819,1671224363,swap,0.0,0.0037588698659892,0.0029999999999999988,0xba85e7b5fc623014ccd394bbca960b1d8455faee,63.0726484734639
46763080,1671239952,swap,0.0,0.0044447203487882,0.003,0xa553da0483f7a84320250abd59f37fe3672fa994,63.04589889197638
46763850,1671240369,swap,0.0,7.779922827154e-06,0.0,0xf9e67e79d364c6b0f65b789deab8130bd708c9f9,63.04589889197638
46798809,1671254244,swap,0.0,0.0151506380384399,0.003,0x629898596dc5f16c31af69382ab7985654332e78,63.04263951278613
46938125,1671300287,swap,0.0056,0.0,0.003,0x301cd9e1cf526dfb9eddaf0d7a2843c90033af72,63.04263951278613
46938702,1671300509,swap,0.0026,0.0,0.003,0x4c0271cc09a877c4607e62211bb0e132fdc36a7f,63.04263951278613
46939212,1671300708,swap,0.0014,0.0,0.003,0x2e6d992260bc33d4717cde0933d1d7b2d25c8297,63.04263951278613
46939363,1671300770,swap,0.0014,0.0,0.003,0xa88a79e15723aafefc493bf7eb72b64492b10a1d,63.04263951278613
46939850,1671300968,swap,0.0018,0.0,0.003,0x09f50f49309a064a3fbcdd88beb689e09e187d99,63.04263951278613
46939993,1671301020,swap,0.0018,0.0,0.003,0xb66d23f82aefc67520236b4ae6534fcc84eef846,63.04263951278613
46940397,1671301175,swap,0.0022,0.0,0.003,0xf44d1f8a986a4bd32878c7c2ca4ccd7d3ab295f7,63.04263951278613
46940568,1671301228,swap,0.002,0.0,0.003,0xb854db8f12084bd221b2eb1dac1a14093255c015,63.04263951278613
46940756,1671301297,swap,0.0018,0.0,0.003,0x6e0299e5e7a1be33b51cce7d025ccec6748ae8f9,63.04263951278613
46940906,1671301363,swap,0.0024,0.0,0.003,0x25d47d577d3392acfef6a2f8eec46f0194ef45b3,63.04263951278613
46941092,1671301437,swap,0.0024,0.0,0.003,0x311183d5922870a8c6c5f7c608c27a341f56a8f9,63.04263951278613
46942929,1671302187,swap,0.0022,0.0,0.003,0x3db91f4bc6b8432f1c0c198caed782eb8fa977a3,63.04263951278613
46943071,1671302243,swap,0.0014,0.0,0.003,0xc384aba22cf0d52f1d3d3473f115946bfad4c101,63.04263951278613
46943460,1671302407,swap,0.0016,0.0,0.003,0x2a07d33f0f2ebcd464530a2a8a7e5929950348fd,63.04263951278613
46943760,1671302534,swap,0.0016,0.0,0.003,0x849c61c31ae699754e85bd57fbfe9ef0cf9d09ba,63.04263951278613
46944107,1671302674,swap,0.0014,0.0,0.003,0xf93a43405016e28b98b0a5bca588252e56ddf8f9,63.04263951278613
46944218,1671302719,swap,0.0014,0.0,0.003,0xa442c260075a796807c3bd6f58b7526d347e1896,63.05017524381528
46944364,1671302786,swap,0.0018,0.0,0.003,0x5067fb01f1cc94c4f0b5a68c0cb728ba4c3e217e,63.05017524381528
46956701,1671307654,swap,0.0,1.4435768158867e-05,0.003,0x40f404fe6c091b951576ecc7bcce5ecd56c985f7,63.052158125870335
46964597,1671310925,swap,0.0,0.0001561340357033,0.0,0xce485e854ef129d13dc1e25d103412bd25e97904,63.052158125870335
47017234,1671337768,swap,2.0901959452259598,0.0,0.003,0x033813994ee06a6ddf7bdbebde4f0e2b372b2043,63.04873664705591
47024734,1671340893,swap,0.0,0.0394509118004099,0.003,0xd31d839a569caa378b94e78fb2ea050ca2c2239b,63.04413641025568
47052140,1671350942,swap,0.0,0.0030391695347937,0.0,0x4f942119e6ab0a6e4368e795d1d64291a3ff0da4,63.04410522263276
47052654,1671351111,swap,0.0,0.0052691951585364,0.0,0x51845fad9e2afbc9f6f07cfd60fdba45df1e3c2d,63.04410522263276
47077366,1671358623,swap,0.0,0.0015892326729273,0.002999999999999997,0xfa63a0cc1c26a78bca88991f15ebb6689f60b3ec,63.04410522263276
47099343,1671365425,swap,0.0,0.0001569833183768,0.0029999999999999988,0x0c6b3766ce3a7ab120e362d57c9b4fafc3ba1e9d,63.04933147156099
47102955,1671366486,swap,12.50602153553992,0.0,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.04933147156099
47104982,1671367079,swap,0.0,0.1575784020348397,0.003,0x30c0994b0b454ff3ba1606bce6e67d54701b24d7,63.04933147156099
47114779,1671370110,swap,0.0,0.0077241944235999,0.003,0x70ad81d18f2838b8650d88740d8e337032c9baac,63.04933147156099
47145856,1671380371,swap,0.0018,0.0,0.003,0x4c1f1c758758592f51caeb977e57e4d4c5c0c1a9,63.04933147156099
47146989,1671380799,swap,0.0016,0.0,0.003,0x1d0a3b2c27c53ed3b8fec23d4677e1a365ddb97d,63.04933147156099
47168829,1671390742,swap,0.0,0.0015454738459411,0.0,0x468f4c726c5da2f8fb97c483c56d7703c18545d6,63.04933147156099
47203041,1671408432,swap,0.0,0.098704855682592,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,63.04933147156099
47203079,1671408451,swap,0.0,0.0078439323945662,0.0,0x233dd5f48abf07390fe66d5a05a4e3a392d36dd6,63.04933147156099
47203301,1671408579,swap,0.0,0.0007727226489093,0.0,0xed034b287ea77a14970f1c0c8682a80a9468dbb3,63.04933147156099
47207228,1671410950,swap,0.0,0.0006742645275101,0.003,0x1726c6174890d88c96158da0c280edec9fb72e31,63.046440502827664
47305942,1671449903,swap,0.0003,0.0,0.003,0x4bd4384d22cf79e84802c6416106f610481dbacd,63.06024573635733
47357732,1671467071,swap,9.981120863223168,0.0,0.003,0x30c0994b0b454ff3ba1606bce6e67d54701b24d7,62.46598904661857
47362906,1671468721,swap,0.0,0.1183699603554719,0.003,0x4ba065b10d9f3e4960a53efa882a940fd3999a73,62.3641140835808
47364806,1671469319,swap,0.0,0.0500201455821322,0.003,0x30c0994b0b454ff3ba1606bce6e67d54701b24d7,62.3641140835808
47375664,1671472841,swap,0.0,0.0002369346983312,0.0,0x1d06e5ff1510c1e25b9603abddcd2d872468267c,62.16840783894064
47380666,1671474697,swap,0.0,0.0237203050774538,0.003,0xd31d839a569caa378b94e78fb2ea050ca2c2239b,62.16840783894064
47381237,1671474923,swap,0.0,0.0079087819663825,0.003,0xb0a8b427ee85f03bfa78d278cce007cd90b31aab,62.16840783894064
47386230,1671476773,swap,0.0,0.0009420974480112,0.002999999999999989,0x251cf66cff802e2302844c233e1a8c2b5a5a8625,62.16840783894064
47412957,1671489421,swap,0.0,0.002981147018813,0.003,0xa553da0483f7a84320250abd59f37fe3672fa994,62.16330526038499
47422231,1671493927,swap,0.0,0.0949899960768025,0.003,0x77ab4ebc6b9ca98f8036190d410d4d890a54f36d,62.02601272716125
47422231,1671493927,swap,0.0,0.0949899960768025,0.003,0x77ab4ebc6b9ca98f8036190d410d4d890a54f36d,62.02601272716125
47427865,1671497021,swap,0.0,0.001752684852356,0.003,0x451ff7b74676268823ccc0886d8305aff49d166a,62.01712396369191
47472601,1671516111,swap,0.000997,0.0,0.003,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,62.08299734710886
47472803,1671516193,swap,0.0,1.579668318985e-05,0.002999999999999093,0x7bb79ce20e464062ae265a0a9d03f3e6a9200501,62.08299734710886
47501357,1671525698,swap,0.3588805428798344,0.0,0.0029999999999999988,0x398625016bca21f01cf193ff0439dacc4161eb4e,62.08466949117028
47504537,1671526644,swap,0.0,0.1189344353050279,0.003,0x065510d9e4baf87e13d50be8d656c6cfe57ce1bf,62.08466949117028
47510814,1671528488,swap,0.0,0.0146525919770066,0.003,0xa224935d47e2160ceda9f68479f039036b3dc7ab,62.08466949117028
47511946,1671528828,swap,0.0,5.1980980969416e-05,0.002999999999999946,0xdaa7c0b01b9c520c6e6e4c1407619aba2e98fa90,62.08466949117028
47511951,1671528830,swap,0.0,1.8902185706131e-05,0.002999999999999592,0x89d5ea2aed276d77c40bd26d3eeb1a0da5e1ea40,62.08466949117028
47511960,1671528833,swap,0.0,5.1900140884657e-05,0.002999999999999768,0x524bcec6af7d72fdaf662af0856ca30e3203dbaa,62.08466949117028
47512588,1671529038,swap,0.0,3.4675987254312e-05,0.0029999999999999697,0x43ba29ca1e016a7a2aa4e7a67934c437c7f4c0e6,62.08466949117028
47512600,1671529041,swap,0.0,5.024833836486e-05,0.0029999999999997338,0xa68d0ed7ef9db770c858f9f275cc01dba770e752,62.08466949117028
47512605,1671529042,swap,0.0,3.460006976131e-05,0.002999999999999709,0xb9c85187a4950f6a7e6e7f317f90ab38a4613b01,62.08466949117028
47512984,1671529166,swap,0.0,5.3472917914739e-05,0.0029999999999999498,0xc36a605e3102f518a57459e838e91ea27559eb0b,62.08466949117028
47512990,1671529167,swap,0.0,5.1981082554241e-05,0.0029999999999998526,0xa928d0d25f031761a699d06e9121dba42f270c31,62.08466949117028
47512997,1671529170,swap,0.0,0.0001038000933074,0.002999999999999902,0x46be6623c118e00e6987c51953acc5060d56700e,62.08466949117028
47515855,1671530066,swap,0.0,4.0809891688326e-05,0.002999999999999723,0xb24561904eeb5b2964e4410c30b9c2617b275acd,62.08466949117028
47515865,1671530069,swap,0.0,5.1797701735467e-05,0.0029999999999997303,0xefcff2cb28f632b11cedf85092a9ec8bf770bbd3,62.08466949117028
47515869,1671530070,swap,0.0,5.6505959439198e-05,0.0029999999999997416,0x7f5f2dc85a2d85f727b7db349fb5db0f4a447461,62.08466949117028
47516206,1671530184,swap,0.0,0.0001177209922197,0.002999999999999896,0xe3eb796f67e53f5d5b3b71c55576ab2aa0def59f,62.08466949117028
47516215,1671530186,swap,0.0,5.0248204411393e-05,0.0029999999999999636,0xfd29e43180c2bd0684dc1092d4495b286827ba9b,62.08466949117028
47516220,1671530188,swap,0.0,2.5209237745983e-05,0.002999999999999894,0x0f8b79b2947cd339765f6c11ad7f0145ae122e85,62.08466949117028
47516225,1671530190,swap,0.0,7.5342189022819e-05,0.002999999999999965,0x68f9af6bec058845e21101b4e0c5602cb1365ed8,62.08466949117028
47516548,1671530289,swap,0.0,3.4531867295914e-05,0.002999999999999542,0xac0cefb3e05961a27deae666c5cd8aa4dba806c7,62.08466949117028
47516550,1671530290,swap,0.0,3.4662718639675e-05,0.002999999999999604,0x1a5515c64907c6e2b28ffcf54d10bb8da8a39f94,62.08466949117028
47521274,1671531815,swap,0.0424680409704716,0.0,0.002999999999999977,0x1726c6174890d88c96158da0c280edec9fb72e31,62.08466949117028
47530066,1671534678,swap,0.0,4.0330516538338e-05,0.003,0x111a66bec9536af6da69dd198f5252857dfb2fb1,62.08466949117028
47539547,1671537641,swap,0.0,0.0003043339111108,0.0,0x6f20e07de1750850111e6211bc123fecdb8d3fc5,62.08466949117028
47568332,1671546475,swap,0.0,4.4105040576145e-05,0.0029999999999997403,0x3005203d4cf2c4efbfd62fe9b11662a81884b65e,62.08466949117028
47571507,1671547451,swap,0.0,5.66586700577e-05,0.002999999999999925,0x54d61891b18180f7ab8bcc990f23aa5321a08311,62.08466949117028
47571514,1671547454,swap,0.0,3.453413501756e-05,0.0029999999999995603,0xe8ab8a87ea3037864957e4b235119706ab591513,62.08466949117028
47572116,1671547635,swap,0.0,8.9679929708268e-05,0.002999999999999976,0x81b08ee46df4d927c07f9c1a5bda1c71b8294488,62.08466949117028
47572121,1671547637,swap,0.0,6.1223497921286e-05,0.002999999999999906,0x1853c30b39828cf31ca610d20f3dcc869803912f,62.08466949117028
47572602,1671547775,swap,0.0,8.0056478034405e-05,0.00299999999999983,0x7defadb75728498f68fce5bf31fa54508d699f55,62.08466949117028
47572614,1671547778,swap,0.0,3.777251291136e-05,0.0029999999999996718,0x88fd02c633e0da48670e4d973ff681139d6c684a,62.08466949117028
47573113,1671547917,swap,0.0,5.6640057023191e-05,0.0029999999999998413,0xc038ce764651346ada0b04d20f39fcd97c086fc9,62.08466949117028
47576540,1671548906,swap,0.0,7.5707494895279e-05,0.002999999999999821,0x378b3bddbbe49210c7d1264e50949939dbf6b793,62.08466949117028
47576548,1671548908,swap,0.0,7.097539834107e-05,0.002999999999999826,0xeee53ac1d55f366a571cdf0e24671d2ec080d2db,62.08466949117028
47576553,1671548909,swap,0.0,5.6780397365576e-05,0.0029999999999997277,0x22f7ebe58f8cf4f53c7c01e8c5b2a4420eefc943,62.08466949117028
47577373,1671549154,swap,0.0,2.2081251604212e-05,0.002999999999999831,0x800890ad88b83a14723ea7bf6da775607720784c,62.08466949117028
47577382,1671549157,swap,0.0,4.7317231236761e-05,0.00299999999999978,0xc86b0aa8810f3fa154dd01768e39608d4d687428,62.08466949117028
